# ops request: type='db'
# SELECT strategy_id AS s, exit_ts AS t, entry_delay_sec AS lag, ROUND(gross_pct,3) AS g, size_sol AS sz, ROUND(net_sol,5) AS net, scaled_out AS sc, substr(mint,1,10) AS mint, substr(lead_wallet,1,10) AS lead FROM copy_trades WHERE status='closed' AND net_sol IS NOT NULL AND strategy_id IN ('copy-hotlead-strict','copy-hotlead-strict-hi','copy-fable-leadcap') ORDER BY exit_ts ASC, id ASC
  s                      | t          | lag | g       | sz  | net      | sc | mint       | lead      
  copy-hotlead-strict    | 1782435518 | 5   | 101.068 | 0.5 | 0.49034  | 0  | FGnzUzwqUL | 6svp2aaiJ7
  copy-hotlead-strict    | 1782437154 | 5   | 103.735 | 0.5 | 0.50367  | 0  | 3gTUTGGWnZ | CHvWpTWTZX
  copy-hotlead-strict    | 1782437746 | 5   | -27.011 | 0.5 | -0.15006 | 0  | 991L48va9r | CHvWpTWTZX
  copy-hotlead-strict    | 1782439297 | 5   | 91.282  | 0.5 | 0.44141  | 0  | Ddi2j3nWfN | CHvWpTWTZX
  copy-hotlead-strict    | 1782439504 | 5   | -54.187 | 0.5 | -0.28593 | 0  | 3neoHUYntd | 2bVqHKY1ED
  copy-hotlead-strict    | 1782439578 | 5   | 164.236 | 0.5 | 0.80618  | 0  | 3neoHUYntd | 6bGiX9mX1s
  copy-hotlead-strict    | 1782445103 | 5   | -30.149 | 0.5 | -0.16574 | 0  | iuv59R3W45 | 9LxMdvs1m8
  copy-hotlead-strict    | 1782445150 | 5   | -27.228 | 0.5 | -0.15114 | 0  | GdPGno1Z7s | 7bTsRggGmD
  copy-hotlead-strict    | 1782449355 | 5   | -38.87  | 0.5 | -0.20935 | 0  | 2Gh2hrevhc | CHvWpTWTZX
  copy-hotlead-strict    | 1782464825 | 5   | -2.95   | 0.5 | -0.02975 | 0  | 21rwEDi83R | 9LxMdvs1m8
  copy-hotlead-strict    | 1782464900 | 5   | 0.085   | 0.5 | -0.01457 | 0  | dFybjfpAbT | 9LxMdvs1m8
  copy-hotlead-strict    | 1782469752 | 5   | -98.656 | 0.5 | -0.50828 | 0  | z9T4EHN3L1 | 6svp2aaiJ7
  copy-hotlead-strict    | 1782473428 | 5   | -98.416 | 0.5 | -0.50708 | 0  | BmcxZuPyew | 6svp2aaiJ7
  copy-hotlead-strict    | 1782474779 | 5   | 117.055 | 0.5 | 0.57027  | 0  | u2D8Ri8LPp | 5hYsHp8HWF
  copy-hotlead-strict    | 1782479388 | 5   | -34.906 | 0.5 | -0.18953 | 0  | 66CoDtMiqv | 9pDr8if5s4
  copy-hotlead-strict    | 1782480363 | 5   | 109.75  | 0.5 | 0.53375  | 0  | 9iLSeMNMba | 6svp2aaiJ7
  copy-hotlead-strict    | 1782481341 | 5   | 112.164 | 0.5 | 0.54582  | 0  | 6jMP1Cv9Gu | 5wTqTAZSGW
  copy-hotlead-strict    | 1782481771 | 5   | -35.448 | 0.5 | -0.19224 | 0  | 6jMP1Cv9Gu | 2bVqHKY1ED
  copy-hotlead-strict    | 1782482163 | 5   | -83.073 | 0.5 | -0.43037 | 0  | 6jMP1Cv9Gu | 5pJ2icRDUh
  copy-hotlead-strict    | 1782483042 | 5   | -41.325 | 0.5 | -0.22163 | 0  | 3BEBqwjCQC | BdQjY2iBXu
  copy-hotlead-strict    | 1782484118 | 5   | 100.167 | 0.5 | 0.48584  | 0  | 5B8qahEJez | 6svp2aaiJ7
  copy-hotlead-strict    | 1782487798 | 5   | 109.288 | 0.5 | 0.53144  | 0  | BuiRWf6Yrv | BdQjY2iBXu
  copy-hotlead-strict    | 1782488099 | 5   | -36.499 | 0.5 | -0.19749 | 0  | BuiRWf6Yrv | BdQjY2iBXu
  copy-hotlead-strict    | 1782489350 | 5   | 101.156 | 0.5 | 0.49078  | 0  | BuiRWf6Yrv | BdQjY2iBXu
  copy-hotlead-strict    | 1782490101 | 5   | -33.553 | 0.5 | -0.18276 | 0  | BuiRWf6Yrv | BdQjY2iBXu
  copy-hotlead-strict    | 1782492403 | 5   | -38.175 | 0.5 | -0.20588 | 0  | FVo5hJRs97 | 7bTsRggGmD
  copy-hotlead-strict    | 1782494316 | 5   | 103.636 | 0.5 | 0.50318  | 0  | 3dUpe9mGM2 | 6svp2aaiJ7
  copy-hotlead-strict    | 1782494365 | 5   | -72.303 | 0.5 | -0.37652 | 0  | BB6hM8ELTM | 9LxMdvs1m8
  copy-hotlead-strict    | 1782494786 | 5   | 113.268 | 0.5 | 0.55134  | 0  | C8aHA1FBxT | Ay1pyfhZX7
  copy-hotlead-strict    | 1782495412 | 5   | 123.583 | 0.5 | 0.60291  | 0  | H4CFQnSz3y | Ay1pyfhZX7
  copy-hotlead-strict    | 1782495794 | 5   | -30.387 | 0.5 | -0.16693 | 0  | BB6hM8ELTM | 9LxMdvs1m8
  copy-hotlead-strict    | 1782495864 | 5   | -38.283 | 0.5 | -0.20641 | 0  | BB6hM8ELTM | 9LxMdvs1m8
  copy-hotlead-strict    | 1782496140 | 5   | -38.759 | 0.5 | -0.20879 | 0  | BB6hM8ELTM | 9LxMdvs1m8
  copy-hotlead-strict    | 1782496489 | 5   | -36.83  | 0.5 | -0.19915 | 0  | 3dUpe9mGM2 | BdQjY2iBXu
  copy-hotlead-strict    | 1782497316 | 5   | 107.919 | 0.5 | 0.52459  | 0  | 2j6CApLFvz | 6svp2aaiJ7
  copy-hotlead-strict    | 1782497467 | 5   | -30.04  | 0.5 | -0.1652  | 0  | 3iohmh16za | Ay1pyfhZX7
  copy-hotlead-strict    | 1782499017 | 5   | -42.817 | 0.5 | -0.22908 | 0  | BUphiKNBKb | 5hYsHp8HWF
  copy-hotlead-strict    | 1782499670 | 5   | -35.864 | 0.5 | -0.19432 | 0  | fERD9husU3 | 3Fh8BhzPXv
  copy-hotlead-strict    | 1782499845 | 5   | -19.924 | 0.5 | -0.11462 | 0  | 4yum7nfMZ3 | DSKEyfEeTy
  copy-hotlead-strict    | 1782504674 | 5   | -26.622 | 0.5 | -0.14811 | 0  | Au3qLniyUa | 6svp2aaiJ7
  copy-hotlead-strict    | 1782508003 | 5   | -53.566 | 0.5 | -0.28283 | 0  | MevRMYuZ5P | 9LxMdvs1m8
  copy-hotlead-strict    | 1782509657 | 5   | -32.581 | 0.5 | -0.1779  | 0  | Axa6hJFosp | Ay1pyfhZX7
  copy-hotlead-strict    | 1782510255 | 5   | -41.51  | 0.5 | -0.22255 | 0  | MevRMYuZ5P | 9LxMdvs1m8
  copy-hotlead-strict    | 1782510704 | 5   | 114.989 | 0.5 | 0.55995  | 0  | Gf5WuSoqta | 3ricXXziD2
  copy-hotlead-strict    | 1782514307 | 5   | -35.103 | 0.5 | -0.19051 | 0  | EpvmZVneFL | 6svp2aaiJ7
  copy-hotlead-strict    | 1782524315 | 5   | 105.776 | 0.5 | 0.51388  | 0  | 2oKuzxekSw | 6svp2aaiJ7
  copy-hotlead-strict    | 1782527955 | 5   | -19.968 | 0.5 | -0.11484 | 0  | BUphiKNBKb | CXVJewdc79
  copy-hotlead-strict    | 1782530695 | 5   | 101.741 | 0.5 | 0.49371  | 0  | K5c5rHNftq | 6svp2aaiJ7
  copy-hotlead-strict    | 1782532374 | 5   | -30.679 | 0.5 | -0.16839 | 0  | 8nd8s6GZdq | ByHUUDmUiA
  copy-hotlead-strict    | 1782532698 | 5   | 100.362 | 0.5 | 0.48681  | 0  | 9isPr2ZnuC | 6svp2aaiJ7
  copy-hotlead-strict    | 1782534500 | 5   | -33.656 | 0.5 | -0.18328 | 0  | 6krQxt6NxZ | 911pQNYGvQ
  copy-hotlead-strict    | 1782535175 | 5   | 104.219 | 0.5 | 0.5061   | 0  | y4XpRmq8vC | 6svp2aaiJ7
  copy-hotlead-strict    | 1782537525 | 5   | 23.184  | 0.5 | 0.10092  | 0  | EYx9KcUdCT | 7bTsRggGmD
  copy-hotlead-strict    | 1782560521 | 5   | -4.028  | 0.5 | -0.03514 | 0  | CaoTCN3SR6 | ByHUUDmUiA
  copy-hotlead-strict    | 1782570920 | 5   | -36.419 | 0.5 | -0.19709 | 0  | EYx9KcUdCT | 7bTsRggGmD
  copy-hotlead-strict    | 1782573451 | 5   | -31.066 | 0.5 | -0.17033 | 0  | GXzro3LcVj | Ay1pyfhZX7
  copy-hotlead-strict    | 1782573481 | 5   | -52.309 | 0.5 | -0.27655 | 0  | GXzro3LcVj | Ay1pyfhZX7
  copy-hotlead-strict    | 1782574027 | 5   | 117.602 | 0.5 | 0.57301  | 0  | DkHgtvturq | 7bTsRggGmD
  copy-hotlead-strict    | 1782574327 | 5   | -44.944 | 0.5 | -0.23972 | 0  | GXzro3LcVj | Ay1pyfhZX7
  copy-hotlead-strict    | 1782575502 | 5   | -97.947 | 0.5 | -0.50473 | 0  | 7PzEfAdTeq | 6svp2aaiJ7
  copy-hotlead-strict    | 1782579406 | 5   | -34.1   | 0.5 | -0.1855  | 0  | 2J8vuJr21x | Ay1pyfhZX7
  copy-hotlead-strict    | 1782579408 | 5   | 140.927 | 0.5 | 0.68964  | 0  | DhgUNCK2hx | Ay1pyfhZX7
  copy-hotlead-strict    | 1782579882 | 5   | 133.464 | 0.5 | 0.65232  | 0  | DhgUNCK2hx | Ay1pyfhZX7
  copy-hotlead-strict    | 1782580884 | 5   | -33.426 | 0.5 | -0.18213 | 0  | DhgUNCK2hx | Ay1pyfhZX7
  copy-hotlead-strict    | 1782581257 | 5   | -30.309 | 0.5 | -0.16655 | 0  | DhgUNCK2hx | Ay1pyfhZX7
  copy-hotlead-strict    | 1782582432 | 5   | -31.442 | 0.5 | -0.17221 | 0  | DkHgtvturq | 7bTsRggGmD
  copy-hotlead-strict    | 1782582757 | 5   | 121.138 | 0.5 | 0.59069  | 0  | 8j7kvT7xLg | 5aXbFCpg5f
  copy-hotlead-strict    | 1782589836 | 5   | -7.949  | 0.5 | -0.05474 | 0  | 43RLXRD4Th | 2bVqHKY1ED
  copy-hotlead-strict    | 1782595323 | 5   | -35.982 | 0.5 | -0.19491 | 0  | E5kGCj6VNe | 5aXbFCpg5f
  copy-hotlead-strict    | 1782597476 | 5   | -34.548 | 0.5 | -0.18774 | 0  | 9L2GBHGpTS | Ay1pyfhZX7
  copy-hotlead-strict    | 1782599605 | 5   | -42.522 | 0.5 | -0.22761 | 0  | AxTnbH2ccb | BdQjY2iBXu
  copy-hotlead-strict    | 1782599684 | 5   | -37.441 | 0.5 | -0.2022  | 0  | 6KDh3wLSZM | 4RDNo5BBAj
  copy-hotlead-strict    | 1782600031 | 5   | -32.574 | 0.5 | -0.17787 | 0  | H7t7oKniUD | CHvWpTWTZX
  copy-hotlead-strict    | 1782604254 | 5   | -96.263 | 0.5 | -0.49631 | 0  | FKhC2p8vA4 | 5aXbFCpg5f
  copy-hotlead-strict    | 1782615578 | 5   | -32.19  | 0.5 | -0.17595 | 0  | 3PsNkN4Pme | 9SHHN4YyEW
  copy-hotlead-strict    | 1782618378 | 5   | 103.762 | 0.5 | 0.50381  | 0  | 5MJqj523dK | GqEVzdHH4R
  copy-hotlead-strict    | 1782618503 | 5   | -30.487 | 0.5 | -0.16743 | 0  | EQdPcKnFDq | 7bTsRggGmD
  copy-hotlead-strict    | 1782619348 | 5   | 5.776   | 0.5 | 0.01388  | 0  | EYx9KcUdCT | 7bTsRggGmD
  copy-hotlead-strict    | 1782620353 | 5   | 102.263 | 0.5 | 0.49632  | 0  | 5MJqj523dK | 5wTqTAZSGW
  copy-hotlead-strict    | 1782621099 | 5   | 130.264 | 0.5 | 0.63632  | 0  | DkHgtvturq | 7bTsRggGmD
  copy-hotlead-strict    | 1782621252 | 5   | -40.653 | 0.5 | -0.21826 | 0  | 5MJqj523dK | 7EdtVGg547
  copy-hotlead-strict    | 1782622627 | 5   | -48.596 | 0.5 | -0.25798 | 0  | 5MJqj523dK | 7EdtVGg547
  copy-hotlead-strict    | 1782624328 | 5   | -52.888 | 0.5 | -0.27944 | 0  | 5MJqj523dK | 7EdtVGg547
  copy-hotlead-strict    | 1782624782 | 5   | 114.389 | 0.5 | 0.55694  | 0  | 5MJqj523dK | 2bVqHKY1ED
  copy-hotlead-strict    | 1782624828 | 5   | -33.843 | 0.5 | -0.18421 | 0  | AfQtxVBpFZ | DNio5ketGc
  copy-hotlead-strict    | 1782625480 | 5   | -73.945 | 0.5 | -0.38472 | 0  | 5MJqj523dK | 7TiAUgZdLM
  copy-hotlead-strict    | 1782627779 | 5   | -59.862 | 0.5 | -0.31431 | 0  | ATtm88Xp8a | DNio5ketGc
  copy-hotlead-strict    | 1782628482 | 5   | -42.975 | 0.5 | -0.22988 | 0  | 7prnfp7ZB2 | 2bVqHKY1ED
  copy-hotlead-strict    | 1782630807 | 5   | 121.148 | 0.5 | 0.59074  | 0  | 65ziy4F2P4 | 2bVqHKY1ED
  copy-hotlead-strict    | 1782631460 | 5   | -47.427 | 0.5 | -0.25213 | 0  | BeTmcG9YbN | 572gijC9dn
  copy-hotlead-strict    | 1782633681 | 5   | -30.556 | 0.5 | -0.16778 | 0  | HeC2xWqGT9 | 3ricXXziD2
  copy-hotlead-strict    | 1782634605 | 5   | 189.723 | 0.5 | 0.93361  | 0  | 2GYRLb3TeZ | EYDjJhT8tE
  copy-hotlead-strict    | 1782635954 | 5   | -98.811 | 0.5 | -0.50905 | 0  | 65ziy4F2P4 | 2bVqHKY1ED
  copy-hotlead-strict    | 1782636105 | 5   | -34.071 | 0.5 | -0.18536 | 0  | 2GYRLb3TeZ | Ay1pyfhZX7
  copy-hotlead-strict    | 1782637578 | 5   | -36.846 | 0.5 | -0.19923 | 0  | 2GYRLb3TeZ | DSKEyfEeTy
  copy-hotlead-strict    | 1782638478 | 5   | -44.313 | 0.5 | -0.23656 | 0  | 2GYRLb3TeZ | DSKEyfEeTy
  copy-hotlead-strict    | 1782641253 | 5   | 105.631 | 0.5 | 0.51315  | 0  | 6ZamaYZcrk | FVbbUKqsWX
  copy-hotlead-strict    | 1782641603 | 5   | 114.521 | 0.5 | 0.55761  | 0  | 6ZamaYZcrk | DNio5ketGc
  copy-hotlead-strict    | 1782644281 | 5   | 109.355 | 0.5 | 0.53177  | 0  | 3GQPwHDxen | AE7neeVw9N
  copy-hotlead-strict    | 1782644334 | 5   | -34.183 | 0.5 | -0.18592 | 0  | 3GQPwHDxen | 7TiAUgZdLM
  copy-hotlead-strict    | 1782644552 | 5   | -32.421 | 0.5 | -0.17711 | 0  | 3GQPwHDxen | 7TiAUgZdLM
  copy-hotlead-strict    | 1782644682 | 5   | -33.69  | 0.5 | -0.18345 | 0  | 3GQPwHDxen | AE7neeVw9N
  copy-hotlead-strict    | 1782644730 | 5   | 112.2   | 0.5 | 0.546    | 0  | v8sssEryFS | DNio5ketGc
  copy-hotlead-strict    | 1782644929 | 5   | 111.375 | 0.5 | 0.54188  | 0  | 3GQPwHDxen | 2bVqHKY1ED
  copy-hotlead-strict    | 1782645380 | 5   | -44.86  | 0.5 | -0.2393  | 0  | 3GQPwHDxen | 7TiAUgZdLM
  copy-hotlead-strict    | 1782645605 | 5   | -36.065 | 0.5 | -0.19532 | 0  | DkHgtvturq | 7bTsRggGmD
  copy-hotlead-strict    | 1782645904 | 5   | 117.889 | 0.5 | 0.57445  | 0  | c6ZtNy44WE | 572gijC9dn
  copy-hotlead-strict    | 1782646228 | 5   | -30.756 | 0.5 | -0.16878 | 0  | 2oHfZL4wFK | FVbbUKqsWX
  copy-hotlead-strict    | 1782646305 | 5   | -92.382 | 0.5 | -0.47691 | 0  | 3bHZ5MNgvY | FVbbUKqsWX
  copy-hotlead-strict    | 1782647528 | 5   | 110.787 | 0.5 | 0.53894  | 0  | 925gDTbAGb | DNio5ketGc
  copy-hotlead-strict    | 1782650159 | 5   | 35.008  | 0.5 | 0.16004  | 0  | 5eFkfoEb6s | 9pDr8if5s4
  copy-hotlead-strict    | 1782653187 | 5   | 107.42  | 0.5 | 0.5221   | 0  | 8RzLtzruco | GqEVzdHH4R
  copy-hotlead-strict    | 1782655567 | 5   | -34.295 | 0.5 | -0.18647 | 0  | 88UT4QF7pk | FVbbUKqsWX
  copy-hotlead-strict    | 1782657107 | 5   | -97.988 | 0.5 | -0.50494 | 0  | 7PfP2CYcis | 9pDr8if5s4
  copy-hotlead-strict    | 1782658378 | 5   | -37.372 | 0.5 | -0.20186 | 0  | 8Z4rqBHWdo | FVbbUKqsWX
  copy-hotlead-strict    | 1782659202 | 5   | -96.087 | 0.5 | -0.49543 | 0  | 3wu2Hnay8v | FVbbUKqsWX
  copy-hotlead-strict    | 1782668738 | 5   | 102.977 | 0.5 | 0.49988  | 0  | 5RNsaRw3vD | GqEVzdHH4R
  copy-hotlead-strict    | 1782669698 | 5   | -34.155 | 0.5 | -0.18577 | 0  | 2jg1J39367 | C4eNLxxC7X
  copy-hotlead-strict    | 1782678693 | 5   | -16.72  | 0.5 | -0.0986  | 0  | EnPRwvRUSP | DNio5ketGc
  copy-hotlead-strict    | 1782681093 | 5   | -2.944  | 0.5 | -0.02972 | 0  | VmdfNPzd7A | CHvWpTWTZX
  copy-hotlead-strict    | 1782682549 | 5   | -34.78  | 0.5 | -0.1889  | 0  | Em4TPXE3P5 | Ay1pyfhZX7
  copy-hotlead-strict    | 1782684201 | 5   | -46.244 | 0.5 | -0.24622 | 0  | n9YyvG6bQV | Ay1pyfhZX7
  copy-hotlead-strict    | 1782688674 | 5   | -33.522 | 0.5 | -0.18261 | 0  | 7Gs7gFKec9 | CHvWpTWTZX
  copy-hotlead-strict    | 1782689999 | 5   | 100.06  | 0.5 | 0.4853   | 0  | BwAU6gsimr | 9SHHN4YyEW
  copy-hotlead-strict    | 1782692975 | 5   | -31.139 | 0.5 | -0.1707  | 0  | EMjKz3bYpc | Ay1pyfhZX7
  copy-hotlead-strict    | 1782693176 | 5   | -87.038 | 0.5 | -0.45019 | 0  | EMjKz3bYpc | EYDjJhT8tE
  copy-hotlead-strict    | 1782695150 | 5   | 125.946 | 0.5 | 0.61473  | 0  | 9CJPTJAhYo | EYDjJhT8tE
  copy-hotlead-strict    | 1782695301 | 5   | 264.271 | 0.5 | 1.30636  | 0  | HppySik34i | Ay1pyfhZX7
  copy-hotlead-strict    | 1782695401 | 5   | -31.401 | 0.5 | -0.172   | 0  | 9CJPTJAhYo | Ay1pyfhZX7
  copy-hotlead-strict    | 1782705196 | 5   | 34.639  | 0.5 | 0.15819  | 0  | 6eSzwRMLjK | 8QwYYkzuDw
  copy-hotlead-strict    | 1782710479 | 5   | -41.527 | 0.5 | -0.22264 | 0  | CkxJkwtB27 | Ay1pyfhZX7
  copy-hotlead-strict    | 1782713351 | 5   | -37.745 | 0.5 | -0.20373 | 0  | CkxJkwtB27 | Ay1pyfhZX7
  copy-hotlead-strict    | 1782715171 | 5   | 11.348  | 0.5 | 0.04174  | 0  | 8KS2HWNmJM | 7bTsRggGmD
  copy-hotlead-strict    | 1782719171 | 5   | -9.279  | 0.5 | -0.0614  | 0  | FsuYYApwxY | EYDjJhT8tE
  copy-hotlead-strict    | 1782722175 | 5   | 116.961 | 0.5 | 0.5698   | 0  | 2Gt5d6pM36 | HntvSoXq7C
  copy-hotlead-strict    | 1782723600 | 5   | -32.522 | 0.5 | -0.17761 | 0  | 2Gt5d6pM36 | 2bVqHKY1ED
  copy-hotlead-strict    | 1782724126 | 5   | -33.591 | 0.5 | -0.18295 | 0  | 2Gt5d6pM36 | 6bGiX9mX1s
  copy-hotlead-strict    | 1782724379 | 5   | -95.538 | 0.5 | -0.49269 | 0  | 2Gt5d6pM36 | 6bGiX9mX1s
  copy-hotlead-strict    | 1782730000 | 5   | 101.389 | 0.5 | 0.49195  | 0  | 9L2GBHGpTS | 911pQNYGvQ
  copy-hotlead-strict    | 1782740051 | 5   | -47.111 | 0.5 | -0.25055 | 0  | BXJ59Uhu4C | BdQjY2iBXu
  copy-hotlead-strict    | 1782745301 | 5   | -41.524 | 0.5 | -0.22262 | 0  | 9SxjtCPJVU | C4eNLxxC7X
  copy-hotlead-strict    | 1782746251 | 5   | -34.638 | 0.5 | -0.18819 | 0  | 9SxjtCPJVU | C4eNLxxC7X
  copy-hotlead-strict    | 1782748326 | 5   | -31.327 | 0.5 | -0.17164 | 0  | 2a7SLgAS4M | EYDjJhT8tE
  copy-hotlead-strict    | 1782749330 | 5   | 101.088 | 0.5 | 0.49044  | 0  | MnpUxmxj6a | 5aXbFCpg5f
  copy-hotlead-strict    | 1782749952 | 5   | -34.622 | 0.5 | -0.18811 | 0  | C3UzTC5kKp | C4eNLxxC7X
  copy-hotlead-strict    | 1782755484 | 5   | -48.268 | 0.5 | -0.25634 | 0  | GrzJTvEHAE | 4RDNo5BBAj
  copy-hotlead-strict    | 1782755984 | 5   | -34.336 | 0.5 | -0.18668 | 0  | jhU6yYzZY1 | 4RDNo5BBAj
  copy-hotlead-strict    | 1782757106 | 5   | -30.746 | 0.5 | -0.16873 | 0  | GBbLG2RmVz | CHvWpTWTZX
  copy-hotlead-strict    | 1782757714 | 5   | -21.061 | 0.5 | -0.12031 | 0  | 73jj6SFe9F | 9SHHN4YyEW
  copy-hotlead-strict    | 1782759469 | 5   | -31.358 | 0.5 | -0.17179 | 0  | 5tbR2ot6Z2 | C4eNLxxC7X
  copy-hotlead-strict    | 1782759593 | 5   | 158.618 | 0.5 | 0.77809  | 0  | jhU6yYzZY1 | 911pQNYGvQ
  copy-hotlead-strict    | 1782768843 | 5   | 103.59  | 0.5 | 0.50295  | 0  | HBSSi6Lqej | Ay1pyfhZX7
  copy-hotlead-strict    | 1782769846 | 5   | -40.79  | 0.5 | -0.21895 | 0  | CrkUAEoK3d | Ay1pyfhZX7
  copy-hotlead-strict    | 1782770444 | 5   | -52.266 | 0.5 | -0.27633 | 0  | GhS7UG5kee | CHvWpTWTZX
  copy-hotlead-strict    | 1782771520 | 5   | -30.851 | 0.5 | -0.16925 | 0  | E57gWhSeF1 | C4eNLxxC7X
  copy-hotlead-strict    | 1782772346 | 5   | -47.958 | 0.5 | -0.25479 | 0  | DdPrHYqM8U | 911pQNYGvQ
  copy-hotlead-strict    | 1782774218 | 5   | -20.218 | 0.5 | -0.11609 | 0  | DvRqC8rbxa | C4eNLxxC7X
  copy-hotlead-strict    | 1782774395 | 5   | -30.27  | 0.5 | -0.16635 | 0  | 5gYi2Pf355 | Ay1pyfhZX7
  copy-hotlead-strict    | 1782779673 | 5   | 124.397 | 0.5 | 0.60699  | 0  | 3pEKHSiWmx | 911pQNYGvQ
  copy-hotlead-strict    | 1782779899 | 5   | -37.876 | 0.5 | -0.20438 | 0  | 3pEKHSiWmx | C4eNLxxC7X
  copy-hotlead-strict    | 1782780523 | 5   | -53.397 | 0.5 | -0.28198 | 0  | 3pEKHSiWmx | 911pQNYGvQ
  copy-hotlead-strict    | 1782780699 | 5   | -35.062 | 0.5 | -0.19031 | 0  | 4ZSUQqB6JK | DSKEyfEeTy
  copy-hotlead-strict    | 1782782520 | 5   | -30.055 | 0.5 | -0.16527 | 0  | 3pEKHSiWmx | 911pQNYGvQ
  copy-hotlead-strict    | 1782783740 | 5   | 102.036 | 0.5 | 0.49518  | 0  | CH2amwcGDK | 5aXbFCpg5f
  copy-hotlead-strict    | 1782790296 | 5   | -41.84  | 0.5 | -0.2242  | 0  | EZFNFjZ2c4 | DNio5ketGc
  copy-hotlead-strict    | 1782795146 | 5   | -31.194 | 0.5 | -0.17097 | 0  | G2JuzRYMVV | BtHnhjh8Ta
  copy-hotlead-strict    | 1782798301 | 5   | -30.842 | 0.5 | -0.16921 | 0  | 66PiKgkEPt | CHvWpTWTZX
  copy-hotlead-strict    | 1782798755 | 5   | -31.448 | 0.5 | -0.17224 | 0  | Ee92Ta7MM8 | CHvWpTWTZX
  copy-hotlead-strict    | 1782799500 | 5   | -70.991 | 0.5 | -0.36996 | 0  | NSbggQbtEN | 2bVqHKY1ED
  copy-hotlead-strict    | 1782801076 | 5   | 179.513 | 0.5 | 0.88257  | 0  | AXojKPtd7B | DNio5ketGc
  copy-hotlead-strict    | 1782801500 | 5   | -30.071 | 0.5 | -0.16536 | 0  | AXojKPtd7B | 2HJMgsEqKr
  copy-hotlead-strict    | 1782801677 | 5   | 167.496 | 0.5 | 0.82248  | 0  | 9rqrjAfya2 | 2HJMgsEqKr
  copy-hotlead-strict    | 1782801902 | 5   | -41.948 | 0.5 | -0.22474 | 0  | 5vwQ2hdxeQ | 2HJMgsEqKr
  copy-hotlead-strict    | 1782802430 | 5   | -52.889 | 0.5 | -0.27945 | 0  | BV25rNwHhV | 2HJMgsEqKr
  copy-hotlead-strict    | 1782802903 | 5   | 105.238 | 0.5 | 0.51119  | 0  | 5vwQ2hdxeQ | 2HJMgsEqKr
  copy-hotlead-strict    | 1782804003 | 5   | -94.061 | 0.5 | -0.48531 | 0  | 8MbwVgM1xL | 5aXbFCpg5f
  copy-hotlead-strict    | 1782804101 | 5   | -38.769 | 0.5 | -0.20884 | 0  | 5ogZaaw4u7 | 9pDr8if5s4
  copy-hotlead-strict    | 1782806097 | 5   | -24.115 | 0.5 | -0.13557 | 0  | 8KS2HWNmJM | 7bTsRggGmD
  copy-hotlead-strict    | 1782807627 | 5   | 146.012 | 0.5 | 0.71506  | 0  | cY435H7F4w | DNio5ketGc
  copy-hotlead-strict    | 1782807927 | 5   | 104.664 | 0.5 | 0.50832  | 0  | cY435H7F4w | 572gijC9dn
  copy-hotlead-strict    | 1782808822 | 5   | -24.597 | 0.5 | -0.13799 | 0  | GhS7UG5kee | CHvWpTWTZX
  copy-hotlead-strict    | 1782809351 | 5   | -30.294 | 0.5 | -0.16647 | 0  | 2n6csi9hPU | DNio5ketGc
  copy-hotlead-strict    | 1782810301 | 5   | 112.075 | 0.5 | 0.54538  | 0  | BXry4aJ8n8 | DSKEyfEeTy
  copy-hotlead-strict    | 1782820263 | 5   | -18.137 | 0.5 | -0.10569 | 0  | 2epVtMfSrM | HntvSoXq7C
  copy-hotlead-strict    | 1782823845 | 5   | -30.36  | 0.5 | -0.1668  | 0  | Eb2zbWj8a9 | C4eNLxxC7X
  copy-hotlead-strict    | 1782827145 | 5   | -99.382 | 0.5 | -0.51191 | 0  | 7zZVzwGg2G | C4eNLxxC7X
  copy-hotlead-strict    | 1782830123 | 5   | -32.687 | 0.5 | -0.17843 | 0  | cY435H7F4w | 572gijC9dn
  copy-hotlead-strict    | 1782834422 | 5   | -36.109 | 0.5 | -0.19555 | 0  | AAqFNiyJcV | 572gijC9dn
  copy-hotlead-strict    | 1782834676 | 5   | 158.227 | 0.5 | 0.77613  | 0  | nDUSuqt2q6 | DSKEyfEeTy
  copy-hotlead-strict    | 1782834804 | 5   | 104.33  | 0.5 | 0.50665  | 0  | nDUSuqt2q6 | DSKEyfEeTy
  copy-hotlead-strict    | 1782839922 | 5   | -8.253  | 0.5 | -0.05626 | 0  | BjjWjVULJk | BtHnhjh8Ta
  copy-hotlead-strict    | 1782841626 | 5   | -96.876 | 0.5 | -0.49938 | 0  | BxAunHKarM | C4eNLxxC7X
  copy-hotlead-strict    | 1782843927 | 5   | -54.939 | 0.5 | -0.28969 | 0  | 4jxEPvtcHM | C4eNLxxC7X
  copy-hotlead-strict    | 1782844501 | 5   | -34.81  | 0.5 | -0.18905 | 0  | BiYu1Lx12r | 4RDNo5BBAj
  copy-hotlead-strict    | 1782848777 | 5   | -36.869 | 0.5 | -0.19934 | 0  | DpXwaUeLB9 | C4eNLxxC7X
  copy-hotlead-strict    | 1782849230 | 5   | -32.632 | 0.5 | -0.17816 | 0  | 3oBRGPMpvR | 7gdo83WqcX
  copy-hotlead-strict    | 1782851308 | 5   | -30.332 | 0.5 | -0.16666 | 0  | 8shsFeMjiQ | 5aXbFCpg5f
